Reference,Log2owc,Log2uwc,Log2urob,Log2otp,Log2ea
ENST00000295834,-1.568256414,-1.058107716,-0.044703246,-0.711058851,-0.188233607
ENST00000431156,-1.726042762,-1.983815695,-0.477139733,-0.498142211,-0.322431651
ENST00000265641,-1.105325615,-1.130164415,-0.170013815,-0.328494231,-0.226500809
ENST00000397990,-1.640631353,-1.190132143,-0.125343906,-1.276937936,-0.230666746
ENST00000222002,-1.326829751,-1.221089345,-0.500882732,-1.047075153,-0.241118292
ENST00000465692,-1.222474076,-1.258253093,0.071764241,-0.045237809,-0.622704343
ENST00000287611,-1.703710891,-0.808012212,-0.541703957,-1.260945903,-0.170474909
ENST00000278222,-1.106325057,-1.268802724,0.028551234,-0.595074451,-0.309337327
ENST00000290597,-2.112090903,-1.230957339,0.017569476,-0.975502034,-0.856454442
ENST00000522940,-1.314418534,-0.9212525,-0.070671158,-0.438777413,-0.010248591
ENST00000320631,-1.132022595,-1.214646954,0.137534895,-0.197510859,-0.455119127
ENST00000009589,-0.341441365,-0.318984846,-0.180950434,-0.272308636,-0.36852619
ENST00000270625,-0.192240117,-0.233044301,-0.153664512,-0.259150457,-0.298525261
ENST00000274242,-0.422724734,-0.188702618,-0.212737156,-0.347146938,-0.334172882
ENST00000479035,-0.326176505,-0.23199652,-0.158078203,-0.380154044,-0.365931632
ENST00000323345,-0.24086718,-0.192628197,-0.368303953,-0.289043983,-0.210068629
ENST00000504562,-0.253265742,-0.277510278,-0.194654905,-0.230511766,-0.434776943
ENST00000368575,0.094512214,-0.00259055,-0.190891531,-0.146934752,-0.350662155
ENST00000376281,-0.105760401,-0.030915285,-0.218991821,-0.561810254,-0.322473314
ENST00000292475,-0.405707503,-0.516711821,-0.348962823,-0.586334602,-0.460816661
ENST00000331872,0.17889552,0.089732497,-0.093685533,-0.63807535,0.162787105
ENST00000420712,-0.254358137,-0.269421177,-0.164222943,-0.162407058,-0.358764064
ENST00000362097,-0.036246621,-0.139947659,-0.090620467,-0.145966276,-0.287865797
ENST00000267115,0.125363112,0.004732094,-0.196415131,-0.261875244,-0.035802509
ENST00000537328,-0.19475095,-0.047443273,-0.110972012,0.009849949,-0.314253731
ENST00000247665,-0.131556167,-0.266019458,-0.158451909,0.031925064,-0.318797656
ENST00000392133,0.007509561,0.120381989,-0.201405634,-0.347146938,-0.217044157
ENST00000345146,-0.100986679,0.004908998,-0.358177729,-0.565681884,0.221046299
ENST00000396386,-0.203633012,-0.287308193,-0.328003204,-0.07081571,-0.208879964
ENST00000617731,-0.311315855,-0.190346463,-0.401660246,-0.040212046,-0.439427361
ENST00000265044,-0.165765094,-0.167672192,-0.362560426,-0.163779674,-0.08512531
ENST00000257497,0.240343729,-0.360006203,-0.174120377,0.005426474,-0.38552377
ENST00000467076,-0.395338529,-0.507887044,-0.191941654,-0.301171509,-0.531604029
ENST00000594797,-0.266810652,0.060216218,-0.171738084,-0.195143845,-0.255471721
ENST00000297350,0.068649856,-0.190800212,-0.284557914,0.020893082,-0.120384098
ENST00000205636,0.10995683,0.004290803,-0.326581129,-0.245968104,0.003130439
ENST00000393196,-0.225099864,-0.232073421,-0.349444926,-0.173566766,-0.251234372
ENST00000296412,-0.011349466,0.124108034,-0.131676544,-0.161243438,-0.184048244
ENST00000373715,0.015856904,0.127150027,-0.091178677,-0.129146286,-0.191562468
ENST00000356577,-0.220514728,-0.19322695,-0.015618882,-0.313199606,-0.403686554
ENST00000520468,0.047186855,0.013652472,-0.045784819,-0.771644767,-0.084332403
ENST00000417171,-0.192709363,0.03078375,-0.323898806,-0.163434985,-0.119488848
ENST00000435765,-0.184441747,-0.155406306,-0.332119312,-0.201570114,-0.100992504
ENST00000644185,0.089319066,-0.189534135,0.091582127,-0.361574009,-0.603527133
ENST00000367429,-0.036690869,0.146234775,-0.302365644,-0.314966532,-0.164626726
ENST00000259407,0.133040443,0.039219136,-0.159027032,-0.24711812,0.025156745
ENST00000414487,-0.370392172,-0.409907059,-0.413961334,-0.116788207,-0.399287574
ENST00000415949,-0.257181562,-0.346975804,-0.423121334,-0.321284875,-0.484534861
ENST00000280326,-0.11826467,-0.413192634,-0.661426938,-0.045203218,-0.086624214
ENST00000216455,-0.248497141,-0.614690718,-0.359416157,-0.297980881,-0.307302017
ENST00000433866,-0.47961057,-0.147650976,-0.500839801,-0.26425393,-0.16446951
ENST00000392246,-0.246247031,-0.281174649,-0.311982983,-0.11151869,-0.239570965
ENST00000264312,-0.412759002,-0.568755455,-0.528727708,-0.549963821,-0.260850307
ENST00000374490,-0.454500602,-0.460639796,-0.394236902,-0.396056538,-0.306825015
ENST00000303436,-0.023627796,-0.108338052,-0.360339186,0.061764458,-0.103408623
ENST00000409682,-0.143799762,-0.597880988,-0.457938474,-0.08137497,-0.368983413
ENST00000301072,-0.134339433,-0.034337471,-0.473315651,-0.225840642,-0.357271804
ENST00000544844,-0.332561406,-0.550856288,-0.551792232,-0.233765139,-0.239363189
ENST00000370841,-0.573051121,-0.215978775,-0.571585247,-0.797179859,-0.183868076
ENST00000259396,-0.338265276,-0.316282451,0.179321287,0.081921588,-0.050617789
ENST00000355906,-0.452333885,-0.435539253,0.236741225,-0.095267338,-0.015638888
ENST00000356524,-0.538024698,-0.51598667,0.082957462,-0.312959861,-0.031229347
ENST00000227667,-0.376571329,-0.344585995,0.394226897,-0.247496359,-0.111042319
ENST00000404648,-0.414615332,-0.279586425,-0.004899797,0.032178465,-0.07887531
ENST00000431067,-0.353805526,-0.259680373,0.170697058,0.043666281,-0.012048702
ENST00000265132,-0.227269743,-0.199120961,0.085793801,-0.012380538,0.153762724
ENST00000355857,-0.473678474,-0.352334667,-0.007841017,-0.099337813,-0.031009703
ENST00000570083,-0.505942313,-0.150862669,0.277684965,-0.117929217,-0.044334919
ENST00000399808,-0.068231886,-0.18982955,0.133942645,0.157487998,0.090865131
ENST00000226218,-0.074118043,0.066591438,0.237957694,0.230091747,0.271656648
ENST00000326442,-0.427001096,-0.359753375,0.007323249,-0.19126041,-0.008582982
ENST00000253452,-0.244554201,-0.098340125,0.10741796,-0.010446411,0.126519433
ENST00000466771,-0.476375101,-0.314948159,-0.045621165,-0.289661443,0.155050735
ENST00000256733,-0.428661211,-0.425064563,0.227221497,-0.144671799,-0.076759183
ENST00000284727,-0.379158602,-0.299682037,-0.017097949,-0.189082092,0.090914836
ENST00000322028,-0.199063781,0.095526159,0.180755573,0.205679795,0.133472749
ENST00000261313,-0.116319026,-0.047965434,0.476429297,0.086269091,0.324385792
ENST00000298510,-0.342025873,-0.323266548,-0.044482933,-0.212977138,0.128661321
ENST00000339624,-0.146473897,-0.210420408,0.062159627,0.208628829,-0.032208522
ENST00000181383,-0.279582503,-0.302019177,-0.016709961,-0.076880963,0.058598194
ENST00000314133,-0.227444063,-0.184583076,0.057945286,-0.18277885,0.217884829
ENST00000422046,-0.002151751,-0.223612373,-0.044511291,-0.048043277,0.397568169
ENST00000175091,-0.18202526,-0.076789216,0.096627844,0.118516634,0.137954862
ENST00000409194,-0.06407257,-0.047902198,0.168655479,-0.005298149,0.289125993
ENST00000309244,-0.254358137,0.015001283,0.141919989,0.123943366,0.310160748
ENST00000439602,-0.129763703,-0.174301314,0.108877414,0.07592788,0.09220433
ENST00000565420,-0.163570144,-0.409064748,0.041158801,-0.037117997,0.158931621
ENST00000330029,-0.120224114,-0.285515396,0.075220637,-0.107729637,0.082742058
ENST00000285093,-0.337045838,-0.217519863,0.066177261,-0.315255216,0.259137578
ENST00000233114,-0.372290039,-0.237897686,0.063698091,-0.159304076,0.133374089
ENST00000647789,-0.497807828,-0.255073426,0.345952593,-0.796226011,0.065866194
ENST00000591899,-0.310195837,-0.282792712,0.165897118,-0.040068687,-0.116574017
ENST00000494131,-0.549345813,-0.225668103,0.227730727,-0.189441485,0.049053158
ENST00000281031,-0.305388905,-0.173482077,0.145192853,-0.048980661,0.143237323
ENST00000507754,-0.006516313,-0.0267727,0.310330844,0.190796709,0.307523874
ENST00000368547,-0.277860685,-0.17381189,0.04709555,-0.047381509,0.316168224
ENST00000395422,-0.071287263,-0.077275996,0.276027976,0.352657036,-0.073220447
ENST00000465744,-0.36254625,-0.207039557,-0.073681477,0.11952333,0.081563266
ENST00000318388,-0.25116986,-0.100475934,0.080424258,0.284358149,0.072393101
ENST00000276689,-0.308724083,-0.287196178,0.037557653,-0.19871046,0.06472887
ENST00000372360,-0.613514354,-0.503639333,0.068108893,0.037770573,-0.248976207
ENST00000233025,-0.053463026,-0.009889564,0.185629183,0.159662102,0.106898325
ENST00000237858,-0.298970135,0.146234775,0.258256684,-0.135642833,0.057765695
ENST00000223641,-0.060810398,0.016841253,0.238672288,0.392347482,0.081932006
ENST00000368865,-0.293598585,-0.157704129,0.183512331,0.077783366,-0.138614749
ENST00000557342,-0.525362557,-0.17062233,0.009986664,0.078014779,0.11139965
ENST00000381841,-0.397293401,-0.29027843,0.111544795,-0.038498783,-0.188147804
ENST00000302386,0.007687991,0.076269707,0.226698082,0.208513427,0.21013081
ENST00000545075,-0.232692812,-0.430266147,-0.050604572,0.163197521,-0.044081445
ENST00000573403,-0.354906376,-0.482826821,-0.07449029,-0.295219146,0.191236357
ENST00000265462,-0.012555229,0.029859242,0.219082782,0.243740397,0.243081231
ENST00000263864,-0.191105477,-0.26091581,0.016421207,0.098587358,0.006229677
ENST00000369713,-0.299861072,-0.055291818,0.248204293,-0.006963433,0.13620625
ENST00000536354,-0.278249962,0.009018899,0.054698313,-0.175713315,0.413269139
ENST00000327772,-0.243481821,-0.07058313,-0.001039519,-0.106138839,0.181772657
ENST00000324873,-0.114737297,-0.136571733,0.022038527,0.379718066,0.042840148
ENST00000265073,-0.193441138,-0.114006802,0.112912927,-0.122331854,0.117301459
ENST00000299166,-0.38891226,-0.024922044,0.172630778,-0.062332016,0.057069246
ENST00000374077,-0.084560559,-0.21902385,0.14818562,0.155861483,0.025418506
ENST00000300030,-0.490933197,-0.388859885,-0.053648262,-0.017130023,0.100578779
ENST00000332160,0.24104899,-0.273924118,0.088370743,-0.219686029,0.425103985
ENST00000250101,0.140231725,-0.078954245,0.379899925,0.111744851,0.076061961
ENST00000274787,-0.132572507,-0.169738597,0.275337826,0.003350309,-0.026015907
ENST00000223136,-0.23326139,-0.060443362,0.316133912,0.235785027,0.383046145
ENST00000579408,0.124305633,-0.156547145,0.241770136,-0.121854626,0.217955751
ENST00000265838,-0.409973876,-0.270443549,0.030450767,-0.157990846,0.040283437
ENST00000306368,-0.143799762,0.017786409,0.211023013,0.083832105,0.112181387
ENST00000557943,-0.117131812,-0.115533554,0.351517294,0.201473716,0.007430576
ENST00000517603,-0.047497624,-0.079909644,0.293485173,0.15661948,0.251737774
ENST00000262942,0.007652579,-0.068512072,0.034849231,0.347350515,0.277135962
ENST00000322753,-0.380239958,-0.364677805,0.089612839,-0.060693645,-0.170153575
ENST00000573854,-0.00424841,-0.115871725,0.321391169,-0.245608912,0.266164844
ENST00000605997,-0.428580876,-0.045360619,0.0861602,-0.019927318,0.176333434
ENST00000367660,-0.207671945,-0.272594303,0.22961299,-0.119894226,-0.098028977
ENST00000306390,-0.502694184,-0.375959727,-0.326242746,0.079295325,0.219622259
ENST00000375499,-0.501806317,-0.221232109,0.24015567,-0.118121424,-0.16446951
ENST00000221418,-0.137850496,-0.06526933,0.257264985,0.097394556,0.391695727
ENST00000368738,-0.146859562,-0.175064166,0.138762578,0.115984849,-0.021531616
ENST00000409617,-0.040600875,-0.200904171,0.083267465,0.196474767,0.233187522
ENST00000476133,-0.21266162,-0.052381646,0.198744683,0.437912944,0.129476173
ENST00000401406,-0.322539238,0.172249247,0.329705361,0.110060016,-0.092916249
ENST00000636358,-0.267071137,-0.075548117,0.079360367,-0.139038743,0.090007889
ENST00000272065,-0.075235476,-0.323654956,-0.018899149,0.055066521,0.209751536
ENST00000367881,-0.093614005,-0.246692975,0.012465021,0.06149279,0.182951476
ENST00000296877,-0.354964928,-0.024922044,0.404993488,-0.417536266,0.168468171
ENST00000248451,-0.123900205,0.098706405,0.16064949,-0.03594525,0.21171706
ENST00000368868,-0.242363597,0.021722488,0.089126674,-0.184296462,0.412713508
ENST00000256319,-0.256653102,-0.085180331,-0.017975923,0.074876992,0.252089659
ENST00000547104,-0.332328732,-0.117988222,0.092572479,-0.318577786,0.166629171
ENST00000445125,0.97224687,1.098253844,0.325389463,0.399936956,0.116979516
ENST00000245185,1.189742961,1.468829088,0.604040236,0.477085492,0.047100441
ENST00000373316,1.156721297,0.901568906,0.58907912,0.4331505,0.196148258
ENST00000646664,1.585909177,1.148582052,0.546919663,1.201303909,0.373555401
ENST00000437397,1.121790348,1.09344409,0.382752511,0.758061944,0.463491928
ENST00000331789,1.610448955,1.296605588,0.650616546,1.31914191,0.385615823
ENST00000331925,1.476068353,1.234247653,0.334127157,1.128432103,0.614929124
ENST00000236671,1.166987775,0.979366548,0.523782792,0.552876938,0.306692651
ENST00000306061,1.026125239,1.283130976,0.615413268,0.192586309,0.070973084
ENST00000394485,0.924073968,1.474276694,0.883131752,0.382763899,0.125843556
ENST00000245907,1.327505957,1.178781972,0.112038301,0.391566318,0.320504679
ENST00000573283,1.386625454,1.074969161,0.392400199,0.933873213,0.524019011
ENST00000370355,1.032565853,0.92988127,0.057310227,0.193017949,0.416230134
ENST00000309311,1.253455583,1.300917095,0.185681883,1.056302587,0.344774679
ENST00000619133,1.19802789,1.195668135,0.486964902,0.625886014,-0.142947821
ENST00000273550,1.526960611,2.317268689,0.604053405,1.676235989,0.106809085
ENST00000295897,-0.301565795,-0.183273826,-0.024559245,-0.270095081,0.022267407
ENST00000331825,-0.081201556,-0.144713694,-0.051199393,0.109015444,0.001243996
ENST00000501597,-0.188972364,-0.174464304,0.031606595,0.055159831,-0.058656877
ENST00000530705,-0.194425835,-0.132075612,0.033027995,-0.091707302,-0.073685158
ENST00000514985,-0.184514001,-0.164196833,-0.045214476,-0.411353909,0.186897365
ENST00000468812,-0.112941312,-0.131748575,-0.062810641,0.064720498,-0.020108448
ENST00000558401,-0.177540569,-0.161481517,0.034454833,-0.006881309,0.070174534
ENST00000391857,-0.093173689,-0.116539865,-0.020490799,0.107020995,0.002476007
ENST00000380394,-0.056685789,-0.119962463,-0.011493995,0.075494828,0.088169395
ENST00000272317,-0.219408752,-0.305696284,-0.027096077,-0.016739753,-0.134373085
ENST00000225430,-0.071614577,-0.119671143,-0.027596518,0.065954058,0.027119935
ENST00000368567,-0.126714695,-0.175686099,-0.018289517,0.07279269,-0.146800835
ENST00000396651,-0.114134664,-0.096298802,-0.037412028,0.006665218,-0.05693911
ENST00000230050,-0.170954075,-0.153973256,-0.017126589,0.107560091,-0.100141047
ENST00000352983,-0.271902647,-0.277719563,-0.017072401,-0.118710021,-0.057032191
ENST00000316084,-0.077938622,-0.152663967,-0.108515837,0.073336755,-0.033563339
ENST00000396210,-0.342447628,-0.337546368,-0.038250927,-0.0938413,-0.049731593
ENST00000218388,-0.218405501,-0.018105408,0.128652337,0.05808608,-0.088707349
ENST00000274065,-0.101890906,-0.131702045,0.040349228,0.077789022,0.002633728
ENST00000611050,-0.081028644,-0.13022117,-0.116685079,0.009550796,0.02293892
ENST00000392514,-0.109680944,-0.095877931,-0.103784922,0.035347188,-0.029412935
ENST00000287038,-0.225456982,-0.189029935,0.01088196,-0.071393476,-0.135249371
ENST00000311549,-0.268210105,-0.295838202,-0.09306377,0.024074329,-0.084126905
ENST00000359579,-0.31007391,-0.278263054,-0.370503135,-0.004666603,0.085367937
ENST00000394667,-0.08813194,-0.13246148,-0.029358628,0.041282726,-0.027960139
ENST00000531188,-0.044264089,-0.031682188,0.063173088,0.174429623,0.017798488
ENST00000245458,-0.275044296,-0.140829072,-0.042664355,-0.009092378,-0.07967374
ENST00000348462,-0.044264089,-0.016595483,0.076547182,0.201983457,-0.039976135
ENST00000422514,-0.11826467,-0.092570736,-0.008760556,-0.007779806,-0.043921638
ENST00000525634,-0.210797785,-0.087347155,-0.011465088,0.018251661,-0.040125588
ENST00000273951,-0.266157394,-0.208824901,0.02645161,-0.252166738,-0.056318026
ENST00000322203,-0.132414999,-0.069358972,-0.052130926,-0.01218303,0.023308321
ENST00000321331,-0.263588231,-0.190690714,0.043054041,-0.211619129,0.063289421
ENST00000469257,-0.026317409,0.018975311,0.128942667,0.05174835,0.016313124
ENST00000394077,-0.066466404,-0.165232327,-0.0613881,0.000675481,-0.070312752
ENST00000304043,-0.268742629,-0.304375894,0.017453426,-0.139306988,-0.159695624
ENST00000555619,-0.211415097,-0.073683983,0.050881936,0.104825572,-0.100084302
ENST00000358435,-0.204853797,-0.244779208,-0.058307893,0.0123694,-0.113587197
ENST00000380554,-0.203693818,-0.245308331,-0.154822555,0.130512835,-0.027595033
ENST00000247866,-0.284177531,-0.248458541,0.02314881,-0.104487706,-0.197943261
ENST00000300026,-0.068176709,-0.141658125,-0.114979673,0.226794157,0.039373959
ENST00000438607,-0.140168512,-0.175821649,-0.024086517,-0.031437366,-0.013250703
ENST00000563390,-0.270145496,-0.137504717,-0.150718992,0.087176232,-0.123541365
ENST00000237500,-0.153018292,-0.184866517,-0.134886965,-0.048480322,0.003742918
ENST00000456793,-0.244326638,-0.077835964,-0.028057638,0.075576754,-0.109677592
ENST00000311111,-0.164021156,-0.088904078,0.03723123,-0.146543205,-0.109260799
ENST00000301522,-0.212034498,-0.241874397,0.068214947,-0.122963461,-0.027296595
ENST00000317881,-0.264846043,-0.15293805,-0.097597594,-0.061238066,0.048522341
ENST00000223321,-0.220113924,-0.30468834,0.000407759,-0.004865781,-0.009766004
ENST00000645674,-0.209209652,-0.167515988,-0.036565986,0.019333741,0.065212947
ENST00000353411,-0.278121849,-0.249288877,-0.174147277,-0.063599935,-0.035250653
ENST00000547649,-0.082291622,-0.367933374,-0.111259572,0.055788794,-0.032424609
ENST00000643754,-0.3572034,-0.061032337,0.033333275,0.027660716,-0.06480839
ENST00000430157,-0.067696783,-0.053296689,-0.006075109,0.065885425,0.037972188
ENST00000248566,-0.282319626,-0.303888861,0.001719048,-0.030919593,-0.213044043
ENST00000454021,-0.146885742,-0.33164415,-0.122923058,0.143944801,-0.066765744
ENST00000552361,-0.19306475,-0.164372087,-0.094330858,0.096459713,-0.137013571
ENST00000601521,0.06943641,-0.133284409,0.123044831,0.134348838,-0.052332345
ENST00000298289,-0.183952573,-0.213388387,-0.053271059,0.072165216,0.009111416
ENST00000380842,-0.176367625,-0.255895241,-0.043549815,0.030924235,-0.148872655
ENST00000261507,-0.032516429,-0.090304129,0.065410605,-0.144330055,0.213809439
ENST00000464167,-0.096494048,-0.165960084,0.054973086,0.040145571,0.068494853
ENST00000378667,-0.348384454,-0.074820926,-0.07902771,-0.050093512,-0.104353988
ENST00000370086,-0.184712956,-0.283016584,-0.041553004,-0.058503435,-0.095049955
ENST00000290299,-0.211951744,-0.23651204,0.040100937,-0.250411151,0.073058621
ENST00000372134,-0.178445905,-0.039890702,-0.049999065,-0.073285502,0.069088237
ENST00000649813,-0.318965888,-0.345025587,-0.030906962,-0.225999485,-0.099926582
ENST00000250498,-0.019317732,-0.165368997,-0.045316741,0.117359238,0.137580638
ENST00000367889,-0.246098338,-0.198905262,-0.036336324,-0.048302456,-0.136206243
ENST00000217456,-0.211776556,0.009458984,0.130710624,-0.153496147,0.00433721
ENST00000369722,-0.205727511,-0.112384885,-0.191941654,-0.241964701,0.135112735
ENST00000439590,-0.219748616,-0.237235785,-0.022290695,0.163310126,-0.091130293
ENST00000586895,-0.01707245,-0.151535742,0.124357902,0.06149279,-0.051513777
ENST00000398752,0.058693102,-0.101765398,-0.071910951,-0.235221284,0.298732707
ENST00000519374,-0.081983755,-0.115001782,-0.15972703,0.006779047,0.064309354
ENST00000355749,-0.222084519,-0.027130737,-0.040345011,-0.228027206,0.023308321
ENST00000233468,-0.273082779,-0.320083229,0.022183151,-0.107196145,-0.156526227
ENST00000220849,0.01666491,-0.151406774,-0.025793344,0.002795533,0.132898314
ENST00000557016,-0.156542893,-0.23189309,0.087313104,0.100150925,-0.03655904
ENST00000553947,-0.114799891,-0.315352372,-0.09494697,-0.011129438,0.07037778
ENST00000370321,-0.22365307,-0.161079514,0.137365971,0.125896165,-0.394746509
ENST00000262193,-0.194562876,-0.26489583,-0.184288082,0.025054363,-0.003021788
ENST00000379270,-0.045886006,-0.097571621,0.051371419,0.010009645,0.100286676
ENST00000296102,-0.230214514,-0.177050802,-0.132779582,0.063690573,-0.115705791
ENST00000261479,-0.050287876,-0.221431831,-0.127288696,0.046260545,0.063671981
ENST00000211314,-0.277205637,-0.094011271,-0.056796118,-0.166066612,-0.009014991
ENST00000259037,-0.271034951,-0.287661752,-0.153122406,-0.304078216,0.128661321
ENST00000356493,-0.055775015,-0.17015406,-0.074554847,0.213190114,0.136284562
ENST00000509698,-0.289230202,-0.025144117,0.164356546,0.042972929,-0.328713125
ENST00000367846,-0.279314733,0.027657165,0.195725124,0.032639714,-0.132384532
ENST00000361564,-0.127858218,-0.310684531,-0.041863438,0.180899523,-0.176444733
ENST00000373237,0.015236923,-0.111958368,-0.047551745,0.182533127,0.101653339
ENST00000331835,-0.257181562,-0.018027281,0.010178372,0.138812347,-0.091620172
ENST00000371129,-0.073410434,-0.364464089,-0.110056688,-0.358734912,0.231117897
ENST00000276682,-0.284214881,-0.204553367,-0.090855529,-0.022119604,-0.044175276
ENST00000380171,-0.155772404,0.038887901,0.136173168,-0.037191485,-0.139628811
ENST00000256545,-0.137699563,-0.068148962,0.159034973,0.127762017,-0.061889353
ENST00000306024,-0.394450444,-0.238398593,-0.088762391,0.158276798,-0.269888056
ENST00000225969,-0.34000266,-0.229353453,-0.105064204,-0.096603476,0.022893693
ENST00000232892,-0.252175923,-0.240788348,-0.071799291,-0.121143263,0.057765695
ENST00000635567,-0.323733789,-0.275074776,-0.003131834,-0.137578557,-0.051513777
ENST00000296684,-0.121628381,-0.173629512,0.027895062,-0.010821415,-0.116608806
ENST00000399817,0.167878236,-0.447390325,0.349823157,0.236396286,-0.306086604
ENST00000370508,-0.02233625,-0.036505307,-0.091539757,-0.30867279,0.235514632
ENST00000389912,-0.361237302,-0.271660319,-0.108376938,0.100606136,-0.053558979
ENST00000216416,-0.171021231,-0.130986791,0.019623736,-0.197842994,0.089482477
ENST00000336023,0.268604426,0.300947831,-0.358044945,0.280959317,-0.176778651
ENST00000645507,0.820130983,0.664975297,-0.159652116,-0.03674298,0.170017769
ENST00000216281,0.142059078,0.050771928,-0.603421334,-0.173927359,-0.354866911
ENST00000286091,-0.029369873,0.034106213,-0.341678141,-0.535908581,-0.663013818
ENST00000498317,-0.234110533,1.363350314,0.029049412,-0.20921903,-0.332872841
ENST00000371697,0.487910998,0.23587811,-0.680828184,0.250240307,-0.251290837
ENST00000503506,0.500496878,0.63959866,-0.400087826,-0.058641845,0.090722838
ENST00000256854,0.140714371,0.161094125,-0.359416157,-0.358734912,-0.307302017
ENST00000261024,0.748344248,0.360694337,-0.303755658,0.080065275,0.017727815
ENST00000372797,0.323593142,0.249111956,-0.540777623,0.029755432,0.015621383
ENST00000339995,1.013525202,0.82315317,-0.212154875,0.277682946,0.184440447
ENST00000357266,1.063599945,0.731197276,-0.023705003,0.080490598,0.35610697
ENST00000311151,0.385128703,0.06818736,-0.587870331,-0.138560316,0.000379828
ENST00000244741,0.361992525,0.212655957,-0.415735431,0.025246224,-0.098407588
ENST00000266718,0.383447241,0.068902333,-0.558761207,0.202820141,-0.013943075
ENST00000369817,0.109711869,0.021732186,0.167494027,0.133853824,0.059064835
ENST00000216146,0.122272314,0.033262221,-0.009007086,0.144612138,0.157838692
ENST00000598742,0.119387723,0.144865344,0.127534961,0.11843217,0.16470336
ENST00000407193,0.004695561,0.037897764,0.096722965,0.259753394,0.149366255
ENST00000321153,0.017434279,0.008937663,0.15513658,0.105731809,0.090379192
ENST00000221975,0.12886005,0.080339488,0.114991525,0.295579615,0.040963211
ENST00000249786,0.039279735,0.070306474,0.231859787,0.001760972,0.07540634
ENST00000559463,0.031286944,0.13386285,0.123923708,0.344115046,0.191892082
ENST00000347512,0.103551526,-0.019888254,0.223971267,0.279295153,0.153118044
ENST00000294189,0.110113254,0.094174055,0.13202175,0.08356563,0.099267536
ENST00000367055,0.17408008,-0.046516467,0.17231185,0.303934083,0.151389293
ENST00000530022,-0.104699943,0.009981915,0.146171868,0.206354601,0.051969576
ENST00000237530,0.345044584,0.269595452,0.180705788,0.397686899,0.339413827
ENST00000217652,0.193413061,0.115273377,0.082430295,0.251973626,0.085529363
ENST00000262030,-0.004612436,0.111608432,-0.006513818,-0.109359141,0.345667196
ENST00000257857,0.398638122,0.212392288,0.175011703,0.388620902,0.184054776
ENST00000571922,0.300612339,-0.004614974,0.10170945,0.319977083,0.282307055
ENST00000529639,0.060838373,0.021760348,0.092345301,0.232682716,-0.003472296
ENST00000409115,0.311614496,0.400339157,0.112912927,0.364477527,0.200181731
ENST00000366667,0.215769078,0.215747075,0.111593151,0.012889172,0.432487609
ENST00000223271,0.329983828,0.276875232,0.47199402,0.256147385,0.092545359
ENST00000352480,0.060593996,0.058538318,0.148111362,0.069758128,0.324759498
ENST00000592588,0.143776828,0.242660951,0.285380123,0.401891488,-0.023790861
ENST00000305366,0.398476339,0.222256583,0.149869865,0.395695222,0.273158048
ENST00000448864,-0.032142416,0.029165472,0.193144199,0.25177402,-0.105450375
ENST00000549920,0.242691197,0.297625864,0.329219384,0.36886345,-0.097051459
ENST00000546260,0.316466991,0.302097545,0.168789425,0.224480924,0.281399358
ENST00000409887,0.053781582,0.200500043,0.221931912,0.242977268,0.275442658
ENST00000366815,0.135483995,0.082360331,0.194449654,0.241442379,0.197641875
ENST00000393891,0.236751793,-0.043858115,-0.119944867,0.149950576,0.420096675
ENST00000211372,0.252896101,0.280890261,-0.013176165,0.408119473,0.361829954
ENST00000246069,0.492693039,0.282896423,0.08804282,0.534458361,0.355991665
ENST00000512737,0.212050719,0.133082541,0.224837826,0.547174984,0.141121442
ENST00000381401,0.310177426,0.142547271,0.144503431,0.371188837,0.249739297
ENST00000369406,-0.052301408,0.168623312,0.067749308,-0.121486803,0.376347762
ENST00000525643,0.272004924,0.158102955,0.317835034,0.472144385,-0.01043926
ENST00000394935,0.11845712,-0.133429033,0.122004705,0.490680336,0.003130439
ENST00000254810,0.142567147,0.258870922,0.01785073,0.144241447,0.21509066
ENST00000394975,0.398486053,0.415692631,0.536979392,0.191803165,-0.042881959
ENST00000543796,0.318596096,0.222700461,0.067825038,0.411844962,0.228690139
ENST00000420826,0.204722543,0.030181812,0.203503806,0.190062431,0.082756614
ENST00000602676,0.3097473,0.194806567,0.231148117,0.28720359,0.224907507
ENST00000411641,0.103746136,0.317533253,0.536443802,0.093044038,-0.103673235
ENST00000272167,0.067038432,0.102500143,-0.123995502,0.310024886,0.394540879
ENST00000308961,-0.11237531,0.229942248,0.040878138,0.289214715,0.312746981
ENST00000295682,0.115176427,0.248818531,0.075139584,0.296060704,0.038358927
ENST00000345046,0.082268317,0.048808345,0.095924604,0.093425653,0.050436153
ENST00000196551,-0.167754494,0.19911956,-0.195401356,0.465545982,0.072285111
ENST00000395044,0.220253808,0.438524659,0.123560171,0.305469386,0.217869287
ENST00000356769,-0.173406224,0.189342497,0.105983398,0.094690621,0.107467098
ENST00000354728,-0.148372492,0.197675553,0.077167266,-0.101463867,0.247786315
